Order ID,Order Date,Product,Category,Region,Quantity,Price,Sales
10607,2023-02-14 03:00:54.010802160,Mouse,Electronics,South,1,41667,41667
10608,2023-02-14 04:45:45.189037808,Laptop,Accessories,East,5,40913,204565
10609,2023-02-14 06:30:36.367273455,Mouse,Accessories,East,5,39629,198145
10610,2023-02-14 08:15:27.545509102,Webcam,Accessories,North,5,46819,234095
10611,2023-02-14 10:00:18.723744749,Mouse,Electronics,South,1,17632,17632
10612,2023-02-14 11:45:09.901980396,Keyboard,Accessories,North,1,28144,28144
10613,2023-02-14 13:30:01.080216043,Headphones,Electronics,South,5,13321,66605
10614,2023-02-14 15:14:52.258451690,Monitor,Electronics,South,3,38091,114273
10615,2023-02-14 16:59:43.436687337,Monitor,Accessories,South,4,30256,121024
10616,2023-02-14 18:44:34.614922985,Keyboard,Electronics,East,5,24485,122425
10617,2023-02-14 20:29:25.793158632,Mouse,Accessories,South,2,3860,7720
10618,2023-02-14 22:14:16.971394279,Laptop,Electronics,East,5,50875,254375
10619,2023-02-14 23:59:08.149629926,Mouse,Accessories,South,1,15919,15919
10620,2023-02-15 01:43:59.327865573,Keyboard,Accessories,East,4,34337,137348
10621,2023-02-15 03:28:50.506101220,Monitor,Accessories,West,2,9411,18822
10622,2023-02-15 05:13:41.684336867,Mouse,Electronics,East,4,10586,42344
10623,2023-02-15 06:58:32.862572515,Monitor,Accessories,East,4,52986,211944
10624,2023-02-15 08:43:24.040808162,Laptop,Electronics,North,2,25312,50624
10625,2023-02-15 10:28:15.219043809,Monitor,Accessories,South,5,24055,120275
10626,2023-02-15 12:13:06.397279456,Monitor,Electronics,West,5,35890,179450
10627,2023-02-15 13:57:57.575515103,Headphones,Electronics,North,5,29807,149035
10628,2023-02-15 15:42:48.753750750,Headphones,Accessories,South,3,21384,64152
10629,2023-02-15 17:27:39.931986397,Webcam,Accessories,West,5,48177,240885
10630,2023-02-15 19:12:31.110222044,Headphones,Accessories,West,2,29925,59850
10631,2023-02-15 20:57:22.288457692,Monitor,Accessories,West,3,4089,12267
10632,2023-02-15 22:42:13.466693339,Keyboard,Accessories,South,5,15242,76210
10633,2023-02-16 00:27:04.644928986,Monitor,Electronics,West,3,57317,171951
10634,2023-02-16 02:11:55.823164633,Keyboard,Accessories,West,2,40978,81956
10635,2023-02-16 03:56:47.001400280,Keyboard,Accessories,North,5,17433,87165
10636,2023-02-16 05:41:38.179635927,Headphones,Electronics,East,1,34282,34282
10637,2023-02-16 07:26:29.357871574,Mouse,Accessories,South,2,11983,23966
10638,2023-02-16 09:11:20.536107221,Laptop,Accessories,East,4,44738,178952
10639,2023-02-16 10:56:11.714342869,Headphones,Electronics,North,4,44578,178312
10640,2023-02-16 12:41:02.892578516,Headphones,Accessories,East,2,43797,87594
10641,2023-02-16 14:25:54.070814163,Mouse,Accessories,West,4,5671,22684
10642,2023-02-16 16:10:45.249049810,Laptop,Accessories,West,2,25133,50266
10643,2023-02-16 17:55:36.427285457,Monitor,Electronics,South,1,51317,51317
10644,2023-02-16 19:40:27.605521104,Webcam,Accessories,South,2,44209,88418
10645,2023-02-16 21:25:18.783756751,Webcam,Electronics,South,5,1414,7070
10646,2023-02-16 23:10:09.961992399,Monitor,Accessories,North,5,48861,244305
10647,2023-02-17 00:55:01.140228046,Headphones,Electronics,South,3,51256,153768
10648,2023-02-17 02:39:52.318463693,Laptop,Accessories,North,4,22242,88968
10649,2023-02-17 04:24:43.496699340,Headphones,Electronics,West,4,53508,214032
10650,2023-02-17 06:09:34.674934987,Keyboard,Electronics,East,2,36184,72368
10651,2023-02-17 07:54:25.853170634,Headphones,Electronics,West,4,39379,157516
10652,2023-02-17 09:39:17.031406281,Headphones,Electronics,West,5,16231,81155
10653,2023-02-17 11:24:08.209641928,Monitor,Electronics,West,1,22849,22849
10654,2023-02-17 13:08:59.387877576,Monitor,Electronics,South,2,42163,84326
10655,2023-02-17 14:53:50.566113223,Monitor,Accessories,South,4,57344,229376
10656,2023-02-17 16:38:41.744348870,Webcam,Accessories,South,5,32676,163380
10657,2023-02-17 18:23:32.922584517,Keyboard,Electronics,East,3,23056,69168
10658,2023-02-17 20:08:24.100820164,Monitor,Electronics,South,4,42028,168112
10659,2023-02-17 21:53:15.279055811,Laptop,Electronics,North,1,58859,58859
10660,2023-02-17 23:38:06.457291458,Webcam,Electronics,West,1,20947,20947
10661,2023-02-18 01:22:57.635527105,Mouse,Accessories,East,4,56535,226140
10662,2023-02-18 03:07:48.813762753,Laptop,Electronics,East,4,46416,185664
10663,2023-02-18 04:52:39.991998400,Laptop,Accessories,East,5,27040,135200
10664,2023-02-18 06:37:31.170234047,Monitor,Accessories,East,4,47110,188440
10665,2023-02-18 08:22:22.348469694,Mouse,Electronics,East,3,47978,143934
10666,2023-02-18 10:07:13.526705341,Mouse,Electronics,North,5,59996,299980
10667,2023-02-18 11:52:04.704940988,Webcam,Accessories,West,2,26282,52564
10668,2023-02-18 13:36:55.883176635,Mouse,Accessories,East,3,27201,81603
10669,2023-02-18 15:21:47.061412283,Keyboard,Electronics,West,5,7833,39165
10670,2023-02-18 17:06:38.239647930,Monitor,Electronics,South,5,5752,28760
10671,2023-02-18 18:51:29.417883577,Mouse,Electronics,East,1,25507,25507
10672,2023-02-18 20:36:20.596119224,Webcam,Accessories,East,5,21169,105845
10673,2023-02-18 22:21:11.774354871,Keyboard,Accessories,West,3,59689,179067
10674,2023-02-19 00:06:02.952590518,Headphones,Electronics,East,4,58687,234748
10675,2023-02-19 01:50:54.130826165,Headphones,Accessories,East,3,45746,137238
10676,2023-02-19 03:35:45.309061812,Keyboard,Accessories,East,2,42495,84990
10677,2023-02-19 05:20:36.487297460,Webcam,Electronics,North,5,25930,129650
10678,2023-02-19 07:05:27.665533107,Keyboard,Electronics,North,5,6023,30115
10679,2023-02-19 08:50:18.843768754,Monitor,Accessories,East,5,1982,9910
10680,2023-02-19 10:35:10.022004401,Monitor,Accessories,North,5,15305,76525
10681,2023-02-19 12:20:01.200240048,Headphones,Electronics,South,1,17146,17146
10682,2023-02-19 14:04:52.378475695,Mouse,Electronics,East,1,51497,51497
10683,2023-02-19 15:49:43.556711342,Webcam,Electronics,South,4,55843,223372
10684,2023-02-19 17:34:34.734946989,Headphones,Electronics,West,5,56154,280770
10685,2023-02-19 19:19:25.913182637,Mouse,Electronics,South,2,12201,24402
10686,2023-02-19 21:04:17.091418284,Mouse,Accessories,West,4,17910,71640
10687,2023-02-19 22:49:08.269653931,Monitor,Accessories,East,5,24031,120155
10688,2023-02-20 00:33:59.447889578,Laptop,Accessories,West,1,24636,24636
10689,2023-02-20 02:18:50.626125225,Laptop,Accessories,West,2,18314,36628
10690,2023-02-20 04:03:41.804360872,Keyboard,Electronics,South,4,28332,113328
10691,2023-02-20 05:48:32.982596519,Monitor,Electronics,South,2,52434,104868
10692,2023-02-20 07:33:24.160832166,Mouse,Electronics,South,5,19330,96650
10693,2023-02-20 09:18:15.339067814,Webcam,Accessories,East,3,16365,49095
10694,2023-02-20 11:03:06.517303461,Laptop,Accessories,East,2,44501,89002
10695,2023-02-20 12:47:57.695539108,Mouse,Accessories,South,2,11108,22216
10696,2023-02-20 14:32:48.873774755,Laptop,Electronics,East,1,4360,4360
10697,2023-02-20 16:17:40.052010402,Laptop,Accessories,East,5,43553,217765
10698,2023-02-20 18:02:31.230246049,Laptop,Electronics,West,2,41880,83760
10699,2023-02-20 19:47:22.408481696,Webcam,Electronics,West,5,49784,248920
10700,2023-02-20 21:32:13.586717344,Monitor,Electronics,South,1,53077,53077
10701,2023-02-20 23:17:04.764952991,Webcam,Electronics,East,5,4625,23125
10702,2023-02-21 01:01:55.943188638,Headphones,Electronics,West,1,39237,39237
10703,2023-02-21 02:46:47.121424285,Mouse,Electronics,North,1,2223,2223
10704,2023-02-21 04:31:38.299659932,Monitor,Accessories,East,4,40878,163512
10705,2023-02-21 06:16:29.477895579,Monitor,Electronics,North,5,10157,50785
10706,2023-02-21 08:01:20.656131226,Monitor,Electronics,South,3,47019,141057
10707,2023-02-21 09:46:11.834366873,Monitor,Accessories,East,4,38760,155040
10708,2023-02-21 11:31:03.012602521,Webcam,Electronics,South,1,14646,14646
10709,2023-02-21 13:15:54.190838168,Monitor,Accessories,South,3,45638,136914
10710,2023-02-21 15:00:45.369073815,Keyboard,Accessories,South,2,58966,117932
10711,2023-02-21 16:45:36.547309462,Mouse,Accessories,South,2,30024,60048
10712,2023-02-21 18:30:27.725545109,Monitor,Electronics,South,4,5787,23148
10713,2023-02-21 20:15:18.903780756,Mouse,Electronics,East,3,24202,72606
10714,2023-02-21 22:00:10.082016403,Keyboard,Accessories,North,5,54878,274390
10715,2023-02-21 23:45:01.260252050,Keyboard,Electronics,East,3,52524,157572
10716,2023-02-22 01:29:52.438487698,Mouse,Electronics,East,4,44908,179632
10717,2023-02-22 03:14:43.616723345,Laptop,Accessories,East,5,37067,185335
10718,2023-02-22 04:59:34.794958992,Headphones,Accessories,West,5,10360,51800
10719,2023-02-22 06:44:25.973194639,Laptop,Electronics,West,2,33692,67384
10720,2023-02-22 08:29:17.151430286,Laptop,Accessories,East,3,40219,120657
10721,2023-02-22 10:14:08.329665934,Webcam,Accessories,North,5,13941,69705
10722,2023-02-22 11:58:59.507901581,Laptop,Accessories,East,4,16993,67972
10723,2023-02-22 13:43:50.686137228,Monitor,Electronics,South,2,15620,31240
10724,2023-02-22 15:28:41.864372875,Webcam,Electronics,West,5,58735,293675
10725,2023-02-22 17:13:33.042608522,Webcam,Electronics,West,3,21193,63579
10726,2023-02-22 18:58:24.220844169,Keyboard,Accessories,East,2,52559,105118
10727,2023-02-22 20:43:15.399079816,Laptop,Electronics,East,3,22248,66744
10728,2023-02-22 22:28:06.577315463,Keyboard,Accessories,North,3,46852,140556
10729,2023-02-23 00:12:57.755551111,Mouse,Electronics,North,3,6027,18081
10730,2023-02-23 01:57:48.933786758,Headphones,Electronics,South,2,5260,10520
10731,2023-02-23 03:42:40.112022405,Webcam,Accessories,East,5,38596,192980
10732,2023-02-23 05:27:31.290258052,Mouse,Electronics,East,1,42540,42540
10733,2023-02-23 07:12:22.468493699,Mouse,Accessories,East,5,10012,50060
10734,2023-02-23 08:57:13.646729346,Monitor,Electronics,West,2,26823,53646
10735,2023-02-23 10:42:04.824964993,Headphones,Electronics,South,1,9315,9315
10736,2023-02-23 12:26:56.003200640,Mouse,Accessories,North,1,48027,48027
10737,2023-02-23 14:11:47.181436288,Mouse,Accessories,West,1,13631,13631
10738,2023-02-23 15:56:38.359671935,Headphones,Accessories,West,4,19258,77032
10739,2023-02-23 17:41:29.537907582,Headphones,Electronics,West,2,26099,52198
10740,2023-02-23 19:26:20.716143229,Mouse,Electronics,West,4,36891,147564
10741,2023-02-23 21:11:11.894378876,Headphones,Electronics,South,1,37992,37992
10742,2023-02-23 22:56:03.072614523,Mouse,Accessories,East,4,55406,221624
10743,2023-02-24 00:40:54.250850170,Mouse,Accessories,North,4,32376,129504
10744,2023-02-24 02:25:45.429085818,Monitor,Accessories,North,2,53350,106700
10745,2023-02-24 04:10:36.607321465,Laptop,Electronics,West,3,11977,35931
10746,2023-02-24 05:55:27.785557112,Mouse,Electronics,West,4,57234,228936
10747,2023-02-24 07:40:18.963792759,Keyboard,Accessories,South,4,27694,110776
10748,2023-02-24 09:25:10.142028406,Webcam,Electronics,West,1,48376,48376
10749,2023-02-24 11:10:01.320264053,Laptop,Accessories,North,1,34978,34978
10750,2023-02-24 12:54:52.498499700,Laptop,Electronics,North,1,10218,10218
10751,2023-02-24 14:39:43.676735347,Laptop,Electronics,East,5,22788,113940
10752,2023-02-24 16:24:34.854970995,Monitor,Accessories,East,4,21501,86004
10753,2023-02-24 18:09:26.033206642,Mouse,Electronics,North,1,13453,13453
10754,2023-02-24 19:54:17.211442289,Monitor,Electronics,North,2,39197,78394
10755,2023-02-24 21:39:08.389677936,Mouse,Accessories,South,5,16210,81050
10756,2023-02-24 23:23:59.567913583,Monitor,Accessories,South,3,9689,29067
10757,2023-02-25 01:08:50.746149230,Monitor,Electronics,North,4,46489,185956
10758,2023-02-25 02:53:41.924384877,Webcam,Accessories,West,4,28381,113524
10759,2023-02-25 04:38:33.102620524,Keyboard,Electronics,East,2,30508,61016
10760,2023-02-25 06:23:24.280856172,Monitor,Accessories,North,3,43653,130959
10761,2023-02-25 08:08:15.459091819,Webcam,Electronics,West,3,22142,66426
10762,2023-02-25 09:53:06.637327466,Headphones,Electronics,North,5,41950,209750
10763,2023-02-25 11:37:57.815563113,Keyboard,Accessories,East,4,9916,39664
10764,2023-02-25 13:22:48.993798760,Monitor,Electronics,East,1,1375,1375
10765,2023-02-25 15:07:40.172034407,Laptop,Electronics,South,2,32449,64898
10766,2023-02-25 16:52:31.350270054,Headphones,Accessories,South,2,24797,49594
10767,2023-02-25 18:37:22.528505701,Headphones,Accessories,South,2,21782,43564
10768,2023-02-25 20:22:13.706741349,Webcam,Electronics,South,2,28028,56056
10769,2023-02-25 22:07:04.884976996,Headphones,Accessories,East,1,21243,21243
10770,2023-02-25 23:51:56.063212643,Keyboard,Accessories,West,1,51838,51838
10771,2023-02-26 01:36:47.241448290,Monitor,Electronics,West,5,30379,151895
10772,2023-02-26 03:21:38.419683937,Monitor,Electronics,West,4,38780,155120
10773,2023-02-26 05:06:29.597919584,Laptop,Accessories,North,1,31740,31740
10774,2023-02-26 06:51:20.776155231,Webcam,Accessories,South,5,50408,252040
10775,2023-02-26 08:36:11.954390879,Laptop,Accessories,South,3,20984,62952
10776,2023-02-26 10:21:03.132626526,Headphones,Electronics,East,4,1050,4200
10777,2023-02-26 12:05:54.310862173,Laptop,Electronics,East,1,7590,7590
10778,2023-02-26 13:50:45.489097820,Keyboard,Electronics,North,3,41205,123615
10779,2023-02-26 15:35:36.667333467,Monitor,Electronics,North,5,16162,80810
10780,2023-02-26 17:20:27.845569114,Headphones,Electronics,West,1,50746,50746
10781,2023-02-26 19:05:19.023804761,Laptop,Electronics,East,1,14105,14105
10782,2023-02-26 20:50:10.202040408,Webcam,Electronics,South,3,38499,115497
10783,2023-02-26 22:35:01.380276056,Keyboard,Accessories,West,1,37641,37641
10784,2023-02-27 00:19:52.558511703,Keyboard,Accessories,South,2,12628,25256
10785,2023-02-27 02:04:43.736747350,Laptop,Electronics,West,1,43032,43032
10786,2023-02-27 03:49:34.914982997,Monitor,Electronics,South,4,39516,158064
10787,2023-02-27 05:34:26.093218644,Laptop,Electronics,North,3,22621,67863
10788,2023-02-27 07:19:17.271454291,Headphones,Accessories,West,4,2476,9904
10789,2023-02-27 09:04:08.449689938,Laptop,Electronics,South,5,55022,275110
10790,2023-02-27 10:48:59.627925585,Keyboard,Accessories,South,4,41800,167200
10791,2023-02-27 12:33:50.806161233,Laptop,Accessories,East,2,36788,73576
10792,2023-02-27 14:18:41.984396880,Monitor,Accessories,West,2,56218,112436
10793,2023-02-27 16:03:33.162632527,Webcam,Accessories,South,4,25437,101748
10794,2023-02-27 17:48:24.340868174,Mouse,Accessories,East,5,27240,136200
10795,2023-02-27 19:33:15.519103821,Laptop,Electronics,South,1,46452,46452
10796,2023-02-27 21:18:06.697339468,Monitor,Electronics,West,2,11922,23844
10797,2023-02-27 23:02:57.875575115,Monitor,Accessories,North,4,49154,196616
10798,2023-02-28 00:47:49.053810763,Webcam,Electronics,West,4,59739,238956
10799,2023-02-28 02:32:40.232046410,Keyboard,Accessories,West,4,9066,36264
10800,2023-02-28 04:17:31.410282057,Monitor,Accessories,South,1,13089,13089
10801,2023-02-28 06:02:22.588517704,Monitor,Electronics,South,3,33600,100800
10802,2023-02-28 07:47:13.766753351,Monitor,Electronics,West,5,47176,235880
10803,2023-02-28 09:32:04.944988998,Monitor,Electronics,East,3,9167,27501
10804,2023-02-28 11:16:56.123224645,Headphones,Electronics,East,5,13816,69080
10805,2023-02-28 13:01:47.301460292,Headphones,Electronics,East,5,22164,110820
10806,2023-02-28 14:46:38.479695940,Keyboard,Accessories,South,4,21429,85716
10807,2023-02-28 16:31:29.657931587,Laptop,Electronics,South,2,36001,72002
10808,2023-02-28 18:16:20.836167234,Monitor,Electronics,West,4,32415,129660
10809,2023-02-28 20:01:12.014402881,Webcam,Electronics,North,1,9117,9117
10810,2023-02-28 21:46:03.192638528,Laptop,Accessories,South,5,48318,241590
10811,2023-02-28 23:30:54.370874175,Webcam,Electronics,West,2,7359,14718
10812,2023-03-01 01:15:45.549109822,Laptop,Accessories,West,5,15364,76820
10813,2023-03-01 03:00:36.727345469,Keyboard,Electronics,North,5,37965,189825
10814,2023-03-01 04:45:27.905581117,Monitor,Electronics,East,4,29794,119176
10815,2023-03-01 06:30:19.083816764,Monitor,Accessories,West,2,11293,22586
10816,2023-03-01 08:15:10.262052411,Mouse,Electronics,West,2,59650,119300
10817,2023-03-01 10:00:01.440288058,Webcam,Electronics,West,5,59981,299905
10818,2023-03-01 11:44:52.618523705,Laptop,Accessories,East,2,10332,20664
10819,2023-03-01 13:29:43.796759352,Laptop,Electronics,East,2,1615,3230
10820,2023-03-01 15:14:34.974994999,Headphones,Accessories,North,4,46612,186448
10821,2023-03-01 16:59:26.153230647,Mouse,Accessories,South,3,13401,40203
10822,2023-03-01 18:44:17.331466294,Headphones,Accessories,East,1,51718,51718
10823,2023-03-01 20:29:08.509701941,Headphones,Accessories,South,3,42936,128808
10824,2023-03-01 22:13:59.687937588,Headphones,Accessories,South,2,30372,60744
10825,2023-03-01 23:58:50.866173235,Webcam,Electronics,East,5,43276,216380
10826,2023-03-02 01:43:42.044408882,Webcam,Electronics,West,1,49322,49322
10827,2023-03-02 03:28:33.222644529,Keyboard,Electronics,North,1,3339,3339
10828,2023-03-02 05:13:24.400880176,Keyboard,Accessories,South,5,17246,86230
10829,2023-03-02 06:58:15.579115824,Headphones,Accessories,West,1,9109,9109
10830,2023-03-02 08:43:06.757351471,Mouse,Accessories,East,5,24758,123790
10831,2023-03-02 10:27:57.935587118,Laptop,Accessories,South,1,24091,24091
10832,2023-03-02 12:12:49.113822765,Webcam,Electronics,South,3,44056,132168
10833,2023-03-02 13:57:40.292058412,Mouse,Electronics,South,1,14317,14317
10834,2023-03-02 15:42:31.470294059,Monitor,Accessories,West,4,17762,71048
10835,2023-03-02 17:27:22.648529706,Webcam,Accessories,West,5,4465,22325
10836,2023-03-02 19:12:13.826765353,Webcam,Electronics,West,1,56157,56157
10837,2023-03-02 20:57:05.005001001,Keyboard,Accessories,South,5,52423,262115
10838,2023-03-02 22:41:56.183236648,Laptop,Accessories,South,4,26622,106488
10839,2023-03-03 00:26:47.361472295,Laptop,Accessories,North,1,51159,51159
10840,2023-03-03 02:11:38.539707942,Monitor,Electronics,North,1,7800,7800
10841,2023-03-03 03:56:29.717943589,Monitor,Electronics,West,4,50261,201044
10842,2023-03-03 05:41:20.896179236,Webcam,Accessories,West,4,36539,146156
10843,2023-03-03 07:26:12.074414883,Headphones,Electronics,East,4,37651,150604
10844,2023-03-03 09:11:03.252650530,Keyboard,Accessories,West,5,3600,18000
10845,2023-03-03 10:55:54.430886178,Keyboard,Accessories,North,4,6518,26072
10846,2023-03-03 12:40:45.609121825,Webcam,Electronics,North,5,20627,103135
10847,2023-03-03 14:25:36.787357472,Mouse,Accessories,North,3,51157,153471
10848,2023-03-03 16:10:27.965593119,Headphones,Accessories,South,1,30369,30369
10849,2023-03-03 17:55:19.143828766,Webcam,Electronics,South,1,32445,32445
10850,2023-03-03 19:40:10.322064413,Headphones,Accessories,West,2,17689,35378
10851,2023-03-03 21:25:01.500300060,Headphones,Accessories,East,3,16923,50769
10852,2023-03-03 23:09:52.678535708,Headphones,Accessories,East,4,39469,157876
10853,2023-03-04 00:54:43.856771355,Webcam,Electronics,East,4,31403,125612
10854,2023-03-04 02:39:35.035007002,Keyboard,Accessories,South,3,1958,5874
10855,2023-03-04 04:24:26.213242649,Keyboard,Electronics,North,4,59297,237188
10856,2023-03-04 06:09:17.391478296,Headphones,Accessories,North,2,55422,110844
10857,2023-03-04 07:54:08.569713943,Mouse,Accessories,South,5,41363,206815
10858,2023-03-04 09:38:59.747949590,Laptop,Accessories,East,1,4538,4538
10859,2023-03-04 11:23:50.926185237,Webcam,Accessories,East,3,24404,73212
10860,2023-03-04 13:08:42.104420885,Laptop,Electronics,West,1,51782,51782
10861,2023-03-04 14:53:33.282656532,Mouse,Electronics,West,5,10983,54915
10862,2023-03-04 16:38:24.460892179,Webcam,Accessories,East,3,36371,109113
10863,2023-03-04 18:23:15.639127826,Headphones,Accessories,South,5,25642,128210
10864,2023-03-04 20:08:06.817363473,Keyboard,Accessories,East,4,14467,57868
10865,2023-03-04 21:52:57.995599120,Laptop,Accessories,West,4,59178,236712
10866,2023-03-04 23:37:49.173834767,Monitor,Accessories,East,4,1205,4820
10867,2023-03-05 01:22:40.352070414,Monitor,Accessories,South,5,28409,142045
10868,2023-03-05 03:07:31.530306062,Mouse,Accessories,North,5,13442,67210
10869,2023-03-05 04:52:22.708541709,Headphones,Accessories,South,5,27290,136450
10870,2023-03-05 06:37:13.886777356,Laptop,Electronics,South,1,27108,27108
10871,2023-03-05 08:22:05.065013003,Headphones,Electronics,West,5,6691,33455
10872,2023-03-05 10:06:56.243248650,Laptop,Electronics,South,4,39909,159636
10873,2023-03-05 11:51:47.421484297,Mouse,Accessories,South,2,53297,106594
10874,2023-03-05 13:36:38.599719944,Mouse,Accessories,West,5,20504,102520
10875,2023-03-05 15:21:29.777955592,Monitor,Accessories,West,2,31162,62324
10876,2023-03-05 17:06:20.956191239,Headphones,Electronics,North,4,40496,161984
10877,2023-03-05 18:51:12.134426886,Webcam,Accessories,East,5,59051,295255
10878,2023-03-05 20:36:03.312662533,Monitor,Electronics,South,1,39798,39798
10879,2023-03-05 22:20:54.490898180,Headphones,Accessories,West,1,50330,50330
10880,2023-03-06 00:05:45.669133827,Monitor,Electronics,North,2,22551,45102
10881,2023-03-06 01:50:36.847369474,Webcam,Electronics,East,1,14383,14383
10882,2023-03-06 03:35:28.025605121,Keyboard,Electronics,West,1,17496,17496
10883,2023-03-06 05:20:19.203840769,Keyboard,Accessories,East,1,42716,42716
10884,2023-03-06 07:05:10.382076416,Keyboard,Electronics,East,4,10088,40352
10885,2023-03-06 08:50:01.560312063,Keyboard,Accessories,South,1,47982,47982
10886,2023-03-06 10:34:52.738547710,Laptop,Accessories,South,3,28444,85332
10887,2023-03-06 12:19:43.916783357,Keyboard,Accessories,West,5,25734,128670
10888,2023-03-06 14:04:35.095019004,Webcam,Accessories,East,1,42745,42745
10889,2023-03-06 15:49:26.273254651,Mouse,Accessories,West,1,35571,35571
10890,2023-03-06 17:34:17.451490298,Mouse,Electronics,West,1,27415,27415
10891,2023-03-06 19:19:08.629725946,Laptop,Accessories,East,3,16389,49167
10892,2023-03-06 21:03:59.807961593,Keyboard,Accessories,West,1,28744,28744
10893,2023-03-06 22:48:50.986197240,Keyboard,Accessories,East,1,19682,19682
10894,2023-03-07 00:33:42.164432887,Keyboard,Accessories,East,5,46038,230190
10895,2023-03-07 02:18:33.342668534,Monitor,Accessories,East,3,35310,105930
10896,2023-03-07 04:03:24.520904181,Headphones,Electronics,East,3,8259,24777
10897,2023-03-07 05:48:15.699139828,Monitor,Electronics,North,1,46168,46168
10898,2023-03-07 07:33:06.877375476,Headphones,Accessories,East,3,13546,40638
10899,2023-03-07 09:17:58.055611123,Keyboard,Electronics,South,2,3154,6308
10900,2023-03-07 11:02:49.233846770,Keyboard,Electronics,South,3,9766,29298
10901,2023-03-07 12:47:40.412082417,Monitor,Accessories,South,3,49517,148551
10902,2023-03-07 14:32:31.590318064,Monitor,Electronics,East,3,12230,36690
10903,2023-03-07 16:17:22.768553711,Headphones,Accessories,South,4,18765,75060
10904,2023-03-07 18:02:13.946789358,Mouse,Electronics,North,4,6902,27608
10905,2023-03-07 19:47:05.125025005,Headphones,Electronics,West,4,2222,8888
10906,2023-03-07 21:31:56.303260653,Monitor,Electronics,East,3,28050,84150
10907,2023-03-07 23:16:47.481496300,Webcam,Accessories,South,2,35269,70538
10908,2023-03-08 01:01:38.659731947,Monitor,Electronics,North,3,10050,30150
10909,2023-03-08 02:46:29.837967594,Webcam,Electronics,West,1,49976,49976
10910,2023-03-08 04:31:21.016203241,Laptop,Accessories,North,2,4574,9148
10911,2023-03-08 06:16:12.194438888,Monitor,Accessories,South,4,37497,149988
10912,2023-03-08 08:01:03.372674535,Laptop,Electronics,North,5,12157,60785
10913,2023-03-08 09:45:54.550910182,Mouse,Accessories,West,2,57892,115784
10914,2023-03-08 11:30:45.729145830,Headphones,Electronics,South,4,20575,82300
10915,2023-03-08 13:15:36.907381477,Webcam,Electronics,West,2,59940,119880
10916,2023-03-08 15:00:28.085617124,Headphones,Accessories,North,2,41244,82488
10917,2023-03-08 16:45:19.263852771,Laptop,Accessories,East,3,18945,56835
10918,2023-03-08 18:30:10.442088418,Webcam,Accessories,East,1,15962,15962
10919,2023-03-08 20:15:01.620324065,Headphones,Electronics,East,5,36290,181450
10920,2023-03-08 21:59:52.798559712,Monitor,Accessories,East,4,36159,144636
10921,2023-03-08 23:44:43.976795359,Keyboard,Electronics,West,2,52827,105654
10922,2023-03-09 01:29:35.155031007,Laptop,Accessories,East,5,52335,261675
10923,2023-03-09 03:14:26.333266654,Headphones,Electronics,West,2,25852,51704
10924,2023-03-09 04:59:17.511502301,Laptop,Accessories,South,1,31684,31684
10925,2023-03-09 06:44:08.689737948,Laptop,Electronics,East,5,45842,229210
10926,2023-03-09 08:28:59.867973595,Webcam,Accessories,West,4,12796,51184
10927,2023-03-09 10:13:51.046209242,Webcam,Electronics,East,2,25450,50900
10928,2023-03-09 11:58:42.224444889,Keyboard,Accessories,East,1,35846,35846
10929,2023-03-09 13:43:33.402680537,Monitor,Accessories,East,5,54494,272470
10930,2023-03-09 15:28:24.580916184,Laptop,Electronics,West,2,46037,92074
10931,2023-03-09 17:13:15.759151831,Headphones,Accessories,North,2,48130,96260
10932,2023-03-09 18:58:06.937387478,Mouse,Electronics,East,4,18504,74016
10933,2023-03-09 20:42:58.115623125,Laptop,Electronics,East,1,46728,46728
10934,2023-03-09 22:27:49.293858772,Laptop,Accessories,South,3,31041,93123
10935,2023-03-10 00:12:40.472094419,Keyboard,Electronics,North,2,11715,23430
10936,2023-03-10 01:57:31.650330066,Monitor,Accessories,West,5,22803,114015
10937,2023-03-10 03:42:22.828565714,Mouse,Accessories,South,4,4370,17480
10938,2023-03-10 05:27:14.006801361,Webcam,Electronics,East,4,2908,11632
10939,2023-03-10 07:12:05.185037008,Webcam,Accessories,South,2,53672,107344
10940,2023-03-10 08:56:56.363272655,Headphones,Electronics,South,2,38075,76150
10941,2023-03-10 10:41:47.541508302,Mouse,Electronics,East,2,54648,109296
10942,2023-03-10 12:26:38.719743949,Webcam,Accessories,North,3,22134,66402
10943,2023-03-10 14:11:29.897979596,Headphones,Accessories,North,2,45065,90130
10944,2023-03-10 15:56:21.076215243,Monitor,Electronics,South,1,50649,50649
10945,2023-03-10 17:41:12.254450891,Headphones,Electronics,East,5,57143,285715
10946,2023-03-10 19:26:03.432686538,Webcam,Accessories,West,2,4587,9174
10947,2023-03-10 21:10:54.610922185,Keyboard,Accessories,South,3,31023,93069
10948,2023-03-10 22:55:45.789157832,Keyboard,Accessories,West,5,46153,230765
10949,2023-03-11 00:40:36.967393479,Keyboard,Accessories,South,4,3413,13652
10950,2023-03-11 02:25:28.145629126,Webcam,Electronics,South,2,53952,107904
10951,2023-03-11 04:10:19.323864773,Keyboard,Accessories,East,5,26038,130190
10952,2023-03-11 05:55:10.502100421,Mouse,Electronics,East,4,23555,94220
10953,2023-03-11 07:40:01.680336068,Monitor,Electronics,West,3,11952,35856
